Timestamp,Turno,Personaggio,Azione,Dettagli
18:12:28,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:12:28,Round 1,A,Inizio Turno,Primo turno della partita
18:12:48,Round 1,A,Fine Turno,Passi usati: 0
18:12:48,Round 1,B,Inizio Turno,HP: 20
18:12:49,Round 1,B,Movimento,Spostato a (0, 1)
18:12:49,Round 1,B,Movimento,Spostato a (1, 1)
18:12:53,Round 1,B,Fine Turno,Passi usati: 2
18:12:53,Round 1,C,Inizio Turno,HP: 20
18:12:53,Round 1,C,Movimento,Spostato a (0, 3)
18:12:54,Round 1,C,Movimento,Spostato a (1, 3)
18:12:54,Round 1,C,Fine Turno,Passi usati: 2
18:12:54,Round 1,D,Inizio Turno,HP: 20
18:12:54,Round 1,D,Movimento,Spostato a (0, 4)
18:12:54,Round 1,D,Movimento,Spostato a (1, 4)
18:12:55,Round 1,D,Fine Turno,Passi usati: 2
18:12:55,Round 2,A,Inizio Turno,HP: 20
18:12:55,Round 2,A,Movimento,Spostato a (0, 0)
18:12:55,Round 2,A,Movimento,Spostato a (1, 0)
18:12:56,Round 2,A,Fine Turno,Passi usati: 2
18:12:56,Round 2,B,Inizio Turno,HP: 20
18:12:56,Round 2,B,Movimento,Spostato a (2, 1)
18:12:57,Round 2,B,Movimento,Spostato a (2, 2)
18:12:57,Round 2,B,Fine Turno,Passi usati: 2
18:12:57,Round 2,C,Inizio Turno,HP: 20
18:12:58,Round 2,C,Movimento,Spostato a (2, 3)
18:12:58,Round 2,C,Movimento,Spostato a (3, 3)
18:12:58,Round 2,C,Fine Turno,Passi usati: 2
18:12:58,Round 2,D,Inizio Turno,HP: 20
18:12:59,Round 2,D,Movimento,Spostato a (2, 4)
18:12:59,Round 2,D,Movimento,Spostato a (3, 4)
18:12:59,Round 2,D,Fine Turno,Passi usati: 2
18:12:59,Round 3,A,Inizio Turno,HP: 20
18:13:00,Round 3,A,Movimento,Spostato a (2, 0)
18:13:00,Round 3,A,Movimento,Spostato a (3, 0)
18:13:00,Round 3,A,Fine Turno,Passi usati: 2
18:13:00,Round 3,B,Inizio Turno,HP: 20
18:13:01,Round 3,B,Movimento,Spostato a (3, 2)
18:13:01,Round 3,B,Movimento,Spostato a (4, 2)
18:13:01,Round 3,B,Fine Turno,Passi usati: 2
18:13:01,Round 3,C,Inizio Turno,HP: 20
18:13:01,Round 3,C,Movimento,Spostato a (4, 3)
18:13:02,Round 3,C,Movimento,Spostato a (5, 3)
18:13:02,Round 3,C,Fine Turno,Passi usati: 2
18:13:02,Round 3,D,Inizio Turno,HP: 20
18:13:03,Round 3,D,Movimento,Spostato a (4, 4)
18:13:03,Round 3,D,Movimento,Spostato a (5, 4)
18:13:03,Round 3,D,Fine Turno,Passi usati: 2
18:13:03,Round 4,A,Inizio Turno,HP: 20
18:13:03,Round 4,A,Movimento,Spostato a (4, 0)
18:13:04,Round 4,A,Movimento,Spostato a (5, 0)
18:13:04,Round 4,A,Fine Turno,Passi usati: 2
18:13:04,Round 4,B,Inizio Turno,HP: 20
18:13:04,Round 4,B,Movimento,Spostato a (5, 2)
18:13:05,Round 4,B,Fine Turno,Passi usati: 1
18:13:05,Round 4,C,Inizio Turno,HP: 20
18:13:05,Round 4,C,Movimento,Spostato a (6, 3)
18:13:06,Round 4,C,Fine Turno,Passi usati: 1
18:13:06,Round 4,D,Inizio Turno,HP: 20
18:13:07,Round 4,D,Movimento,Spostato a (6, 4)
18:13:10,Round 4,D,Fine Turno,Passi usati: 1
18:13:10,Round 5,A,Inizio Turno,HP: 20
18:13:10,Round 5,A,Movimento,Spostato a (6, 0)
18:13:11,Round 5,A,Movimento,Spostato a (7, 0)
18:13:11,Round 5,A,Fine Turno,Passi usati: 2
18:13:11,Round 5,B,Inizio Turno,HP: 20
18:13:15,Round 5,B,Movimento,Spostato a (6, 2)
18:13:15,Round 5,B,Fine Turno,Passi usati: 1
18:13:15,Round 5,C,Inizio Turno,HP: 20
18:13:16,Round 5,C,Movimento,Spostato a (7, 3)
18:13:16,Round 5,C,Fine Turno,Passi usati: 1
18:13:16,Round 5,D,Inizio Turno,HP: 20
18:14:24,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:14:24,Round 1,A,Inizio Turno,Primo turno della partita
18:14:44,Round 1,A,Fine Turno,Passi usati: 0
18:14:44,Round 1,B,Inizio Turno,HP: 20
18:14:46,Round 1,B,Movimento,Spostato a (0, 1)
18:14:47,Round 1,B,Movimento,Spostato a (1, 1)
18:14:48,Round 1,B,Fine Turno,Passi usati: 2
18:14:48,Round 1,C,Inizio Turno,HP: 20
18:14:48,Round 1,C,Movimento,Spostato a (0, 3)
18:14:48,Round 1,C,Movimento,Spostato a (1, 3)
18:14:49,Round 1,C,Fine Turno,Passi usati: 2
18:14:49,Round 1,D,Inizio Turno,HP: 20
18:14:49,Round 1,D,Movimento,Spostato a (0, 4)
18:14:49,Round 1,D,Movimento,Spostato a (1, 4)
18:14:49,Round 1,D,Fine Turno,Passi usati: 2
18:14:49,Round 2,A,Inizio Turno,HP: 20
18:14:50,Round 2,A,Movimento,Spostato a (0, 0)
18:14:50,Round 2,A,Movimento,Spostato a (1, 0)
18:14:50,Round 2,A,Fine Turno,Passi usati: 2
18:14:50,Round 2,B,Inizio Turno,HP: 20
18:16:51,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:16:51,Round 1,A,Inizio Turno,Primo turno della partita
18:16:54,Round 1,A,Movimento,Spostato a (0, 0)
18:16:57,Round 1,A,Fine Turno,Passi usati: 1
18:16:57,Round 1,B,Inizio Turno,HP: 20
18:17:26,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:17:26,Round 1,A,Inizio Turno,Primo turno della partita
18:17:32,Round 1,A,Movimento,Spostato a (0, 0)
18:17:34,Round 1,A,Movimento,Spostato a (1, 0)
18:17:37,Round 1,A,Fine Turno,Passi usati: 2
18:17:37,Round 1,B,Inizio Turno,HP: 20
18:17:39,Round 1,B,Movimento,Spostato a (0, 1)
18:17:39,Round 1,B,Movimento,Spostato a (1, 1)
18:17:56,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:17:56,Round 1,A,Inizio Turno,Primo turno della partita
18:19:06,Round 1,A,Movimento,Spostato a (0, 0)
18:19:07,Round 1,A,Movimento,Spostato a (1, 0)
18:19:07,Round 1,A,Fine Turno,Passi usati: 2
18:19:07,Round 1,B,Inizio Turno,HP: 20
18:19:08,Round 1,B,Movimento,Spostato a (0, 1)
18:19:08,Round 1,B,Movimento,Spostato a (1, 1)
18:19:09,Round 1,B,Fine Turno,Passi usati: 2
18:19:09,Round 1,C,Inizio Turno,HP: 20
18:19:09,Round 1,C,Movimento,Spostato a (0, 3)
18:19:10,Round 1,C,Movimento,Spostato a (1, 3)
18:19:10,Round 1,C,Fine Turno,Passi usati: 2
18:19:10,Round 1,D,Inizio Turno,HP: 20
18:19:11,Round 1,D,Fine Turno,Passi usati: 0
18:19:11,Round 2,A,Inizio Turno,HP: 20
18:19:11,Round 2,A,Movimento,Spostato a (2, 0)
18:19:11,Round 2,A,Movimento,Spostato a (3, 0)
18:19:11,Round 2,A,Fine Turno,Passi usati: 2
18:19:11,Round 2,B,Inizio Turno,HP: 20
18:19:12,Round 2,B,Movimento,Spostato a (2, 1)
18:19:12,Round 2,B,Movimento,Spostato a (3, 1)
18:19:12,Round 2,B,Fine Turno,Passi usati: 2
18:19:12,Round 2,C,Inizio Turno,HP: 20
18:19:13,Round 2,C,Movimento,Spostato a (2, 3)
18:19:13,Round 2,C,Movimento,Spostato a (3, 3)
18:19:13,Round 2,C,Fine Turno,Passi usati: 2
18:19:13,Round 2,D,Inizio Turno,HP: 20
18:19:13,Round 2,D,Movimento,Spostato a (0, 4)
18:19:14,Round 2,D,Movimento,Spostato a (1, 4)
18:19:14,Round 2,D,Fine Turno,Passi usati: 2
18:19:14,Round 3,A,Inizio Turno,HP: 20
18:19:14,Round 3,A,Movimento,Spostato a (4, 0)
18:19:14,Round 3,A,Movimento,Spostato a (5, 0)
18:19:15,Round 3,A,Fine Turno,Passi usati: 2
18:19:15,Round 3,B,Inizio Turno,HP: 20
18:19:15,Round 3,B,Movimento,Spostato a (4, 1)
18:19:15,Round 3,B,Movimento,Spostato a (5, 1)
18:19:16,Round 3,B,Fine Turno,Passi usati: 2
18:19:16,Round 3,C,Inizio Turno,HP: 20
18:19:16,Round 3,C,Movimento,Spostato a (4, 3)
18:19:16,Round 3,C,Movimento,Spostato a (5, 3)
18:19:17,Round 3,C,Fine Turno,Passi usati: 2
18:19:17,Round 3,D,Inizio Turno,HP: 20
18:19:17,Round 3,D,Movimento,Spostato a (2, 4)
18:19:17,Round 3,D,Movimento,Spostato a (3, 4)
18:19:18,Round 3,D,Fine Turno,Passi usati: 2
18:19:18,Round 4,A,Inizio Turno,HP: 20
18:19:18,Round 4,A,Movimento,Spostato a (6, 0)
18:19:20,Round 4,A,Fine Turno,Passi usati: 1
18:19:20,Round 4,B,Inizio Turno,HP: 20
18:19:22,Round 4,B,Fine Turno,Passi usati: 0
18:19:22,Round 4,C,Inizio Turno,HP: 20
18:19:43,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:19:43,Round 1,A,Inizio Turno,Primo turno della partita
18:20:03,Round 1,A,Movimento,Spostato a (0, 0)
18:20:04,Round 1,A,Movimento,Spostato a (1, 0)
18:20:06,Round 1,A,Fine Turno,Passi usati: 2
18:20:06,Round 1,B,Inizio Turno,HP: 20
18:20:07,Round 1,B,Movimento,Spostato a (0, 1)
18:20:08,Round 1,B,Movimento,Spostato a (1, 1)
18:20:08,Round 1,B,Fine Turno,Passi usati: 2
18:20:08,Round 1,C,Inizio Turno,HP: 20
18:20:09,Round 1,C,Movimento,Spostato a (0, 3)
18:20:09,Round 1,C,Movimento,Spostato a (1, 3)
18:20:09,Round 1,C,Fine Turno,Passi usati: 2
18:20:09,Round 1,D,Inizio Turno,HP: 20
18:20:10,Round 1,D,Movimento,Spostato a (0, 4)
18:20:10,Round 1,D,Movimento,Spostato a (1, 4)
18:20:10,Round 1,D,Fine Turno,Passi usati: 2
18:20:10,Round 2,A,Inizio Turno,HP: 20
18:20:11,Round 2,A,Movimento,Spostato a (2, 0)
18:20:11,Round 2,A,Movimento,Spostato a (3, 0)
18:20:12,Round 2,A,Fine Turno,Passi usati: 2
18:20:12,Round 2,B,Inizio Turno,HP: 20
18:20:23,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:20:23,Round 1,A,Inizio Turno,Primo turno della partita
18:20:25,Round 1,A,Movimento,Spostato a (0, 0)
18:20:25,Round 1,A,Movimento,Spostato a (1, 0)
18:20:27,Round 1,A,Fine Turno,Passi usati: 2
18:20:27,Round 1,B,Inizio Turno,HP: 20
18:20:27,Round 1,B,Fine Turno,Passi usati: 0
18:20:27,Round 1,C,Inizio Turno,HP: 20
18:20:27,Round 1,C,Fine Turno,Passi usati: 0
18:20:27,Round 1,D,Inizio Turno,HP: 20
18:20:28,Round 1,D,Fine Turno,Passi usati: 0
18:20:28,Round 2,A,Inizio Turno,HP: 20
18:20:31,Round 2,A,Movimento,Spostato a (2, 0)
18:20:31,Round 2,A,Movimento,Spostato a (3, 0)
18:20:33,Round 2,A,Fine Turno,Passi usati: 2
18:20:33,Round 2,B,Inizio Turno,HP: 20
18:20:33,Round 2,B,Fine Turno,Passi usati: 0
18:20:33,Round 2,C,Inizio Turno,HP: 20
18:20:34,Round 2,C,Fine Turno,Passi usati: 0
18:20:34,Round 2,D,Inizio Turno,HP: 20
18:20:34,Round 2,D,Fine Turno,Passi usati: 0
18:20:34,Round 3,A,Inizio Turno,HP: 20
18:20:35,Round 3,A,Movimento,Spostato a (4, 0)
18:20:35,Round 3,A,Movimento,Spostato a (5, 0)
18:20:48,Round 3,A,Fine Turno,Passi usati: 2
18:20:48,Round 3,B,Inizio Turno,HP: 20
18:20:48,Round 3,B,Fine Turno,Passi usati: 0
18:20:48,Round 3,C,Inizio Turno,HP: 20
18:20:48,Round 3,C,Fine Turno,Passi usati: 0
18:20:48,Round 3,D,Inizio Turno,HP: 20
18:20:49,Round 3,D,Fine Turno,Passi usati: 0
18:20:49,Round 4,A,Inizio Turno,HP: 20
18:20:50,Round 4,A,Movimento,Spostato a (6, 0)
18:23:54,Round 1,SISTEMA,Inizio Partita,Nuova sessione avviata
18:23:54,Round 1,A,Inizio Turno,Primo turno della partita
18:24:02,Round 1,A,Movimento,(0, 0) -> (1, 0)
18:24:05,Round 1,A,Movimento,(1, 0) -> (2, 0)
18:24:10,Round 1,A,Fine Turno,Passi usati: 2
18:24:10,Round 1,B,Inizio Turno,HP: 20
